start word,end word,solution,number of words
yak,rea,"yak,lak,lek,lea,rea",5
giller,peeked,"giller,piller,peller,peeler,peeled,peeked",6
weam,funk,"weam,weak,feak,feck,fuck,funk",6
tenne,sissu,"tenne,tense,mense,messe,messy,missy,sissy,sissu",8
agib,moca,"agib,agit,alit,clit,coit,coct,coca,moca",8
seer,item,"seer,ster,iter,item",4
wen,tho,"wen,cen,chn,cho,tho",5
bef,sml,"bef,bel,sel,sml",4
rotary,gurnet,"rotary,rosary,rosery,rosety,rosets,resets,resees,restes,gestes,gester,gaster,garter,garner,garnet,gurnet",15
gags,saya,"gags,sags,says,saya",4
carn,veal,"carn,barn,bern,bean,beal,veal",6
cerion,dosses,"cerion,ceroon,caroon,carson,casson,basson,bassos,basses,bosses,dosses",10
agete,cuffy,"agete,arete,areae,areas,arras,auras,suras,surfs,curfs,cuffs,cuffy",11
fern,sepd,"fern,ferd,feed,seed,sepd",5
abets,mnage,"abets,abuts,abuta,abura,anura,antra,antre,entre,entte,enate,enage,mnage",12
faun,bose,"faun,baun,boun,bosn,bose",5
kunai,vappa,"kunai,kenai,tenai,terai,teras,tepas,tapas,tapis,tapia,tappa,vappa",11
axle,pred,"axle,able,ably,abey,abed,ared,pred",7
kurt,tche,"kurt,kart,tart,tarr,tahr,tchr,tche",7
punkt,coyly,"punkt,punky,hunky,honky,conky,cooky,cooly,coyly",8
taen,leme,"taen,laen,lien,limn,lime,leme",6
zimbi,unray,"zimbi,limbi,limbs,lambs,lamas,samas,samal,salal,salay,splay,uplay,unlay,unray",13
sau,wes,"sau,dau,das,was,wes",5
moiley,jarble,"moiley,moiles,mailes,maills,maille,taille,taigle,tangle,jangle,jargle,jarble",11
popped,eviler,"popped,hopped,hooped,hooted,booted,bootes,boites,blites,elites,evites,evited,exited,exiled,exiler,eviler",15
mewer,grown,"mewer,fewer,feyer,fryer,freer,freen,green,grein,groin,grown",10
sris,duff,"sris,cris,crit,cuit,cuif,cuff,duff",7
concn,alois,"concn,conin,cosin,eosin,elsin,eloin,aloin,alois",8
outfit,maggot,"outfit,outsit,outset,cutset,cutlet,cullet,callet,carlet,carlot,carmot,marmot,margot,maggot",13
hulu,nevo,"hulu,hula,hola,hova,nova,novo,nevo",7
thoro,worse,"thoro,thort,thurt,tourt,toust,touse,torse,worse",8
drifted,workpan,"drifted,grifted,gritted,fritted,frotted,frothed,frother,brother,boother,boothes,booties,boolies,woolies,woolier,woolder,woolded,woolled,woollen,woolmen,woodmen,wordmen,workmen,workman,workpan",24
outcure,causing,"outcure,outdure,outdare,outdate,outgate,outgave,outgive,outlive,outline,cutline,catline,carline,carling,carking,cauking,causing",16
qed,msl,"qed,med,mel,msl",4
oink,maar,"oink,mink,mank,mand,maad,maar",6
katie,comer,"katie,katik,kamik,kamis,camis,cames,comes,comer",8
drat,napu,"drat,brat,beat,neat,nett,natt,natu,napu",8
fuggy,hafts,"fuggy,faggy,fangy,fangs,hangs,hants,hafts",7
urol,fikh,"urol,ural,eral,erat,frat,fiat,fist,fish,fikh",9
emeer,tracy,"emeer,ameer,ameed,amend,arend,trend,trent,trant,tract,tracy",10
gilpy,wanna,"gilpy,gilly,willy,wally,wanly,wanny,wanna",7
wadis,marci,"wadis,sadis,saris,maris,marcs,marci",6
try,dui,"try,tuy,tui,dui",4
cesser,savour,"cesser,lesser,lester,rester,restes,resees,resets,revets,revers,severs,savers,savors,favors,favous,favour,savour",16
pry,ull,"pry,ary,aly,all,ull",5
sfoot,rises,"sfoot,shoot,shood,shoed,shred,sired,sires,sises,rises",9
looey,letty,"looey,louey,louty,lofty,lefty,letty",6
sex,mab,"sex,sax,max,mab",4
spore,marse,"spore,shore,chore,chose,chuse,cause,carse,marse",8
navet,fugie,"navet,naves,laves,loves,loges,logis,logie,fogie,fugie",9
verset,shamus,"verset,verser,terser,teaser,teamer,seamer,shamer,shames,shamus",9
snib,mile,"snib,snip,saip,salp,sale,male,mile",7
basis,segni,"basis,bacis,backs,bucks,bucko,bucco,becco,secco,secno,segno,segni",11
aer,yez,"aer,yer,yez",3
ruin,woos,"ruin,roin,roon,woon,woos",5
peas,bini,"peas,pias,bias,bins,bini",5
int,ani,"int,ant,ani",3
agony,torsk,"agony,atony,stony,soony,coony,corny,corsy,corse,torse,torsk",10
swine,refit,"swine,seine,seige,sedge,hedge,helge,heloe,helot,relot,relit,refit",11
labba,phage,"labba,lamba,kamba,kaaba,caaba,caama,chama,chara,chare,phare,phage",11
pup,jnd,"pup,pud,jud,jnd",4
coon,yere,"coon,corn,cern,yern,yere",5
ryen,infl,"ryen,ayen,aten,attn,atta,anta,inta,intl,infl",9
sacred,clinid,"sacred,sacked,cacked,cocked,conked,conned,coined,crined,crinid,clinid",10
jambe,pilei,"jambe,gambe,galbe,galee,galea,palea,pilea,pilei",8
come,gizz,"come,some,sime,size,sizz,gizz",6
koroa,nanny,"koroa,coroa,caroa,carga,marga,manga,manna,manny,nanny",9
verset,slacks,"verset,verses,perses,peases,peaces,places,placks,slacks",8
yed,dui,"yed,bed,bud,dud,dui",5
oii,arm,"oii,vii,vim,aim,arm",5
kation,surrey,"kation,cation,canion,cannon,cannot,cannet,carnet,carney,curney,curvey,survey,surrey",12
beaks,jaunt,"beaks,beans,brans,brant,drant,drunt,daunt,jaunt",8
gaw,sml,"gaw,saw,sal,sml",4
gump,thed,"gump,cump,comp,comd,coed,toed,thed",7
peri,momi,"peri,beri,bori,bomi,momi",5
vai,aft,"vai,vei,vet,aet,aft",5
pionic,reluce,"pionic,bionic,biotic,miotic,mistic,fistic,fustic,fustie,fustle,rustle,ruttle,rutile,retile,retime,relime,relume,reluce",17
snig,tare,"snig,spig,spin,sain,tain,tarn,tare",7
dys,eye,"dys,dye,eye",3
heugh,sammy,"heugh,seugh,saugh,sauch,saucy,gaucy,gaumy,gammy,sammy",9
ranal,wrong,"ranal,manal,manul,manus,maius,mains,wains,whins,whing,wring,wrong",11
doab,zeus,"doab,doub,doux,deux,deus,zeus",6
zoom,pans,"zoom,boom,boos,bons,pons,pans",6
calif,culot,"calif,calin,colin,colen,colet,culet,culot",7
input,rumbo,"input,unput,uncut,uncus,unius,units,snits,snots,soots,boots,boobs,bombs,bombo,bumbo,rumbo",15
hawsed,areach,"hawsed,hawked,howked,honked,conked,conned,coined,crined,crinel,crinal,clinal,clinah,clinch,clench,cleach,creach,areach",17
pin,cpo,"pin,pon,con,coo,cpo",5
pus,oba,"pus,aus,abs,obs,oba",5
hud,bee,"hud,bud,bed,bee",4
ivy,lnr,"ivy,hvy,hay,lay,lar,lnr",6
dum,wef,"dum,dem,wem,wef",4
plebby,scavel,"plebby,blebby,blobby,blowby,blowsy,blowse,browse,browst,browet,browed,crowed,chowed,showed,shoved,shovel,scovel,scavel",17
druxy,afara,"druxy,drusy,druse,cruse,crose,arose,arase,arace,araca,arara,afara",11
fee,wen,"fee,wee,wen",3
snivey,soyled,"snivey,shivey,shiver,stiver,staver,staler,styler,styled,soyled",9
feal,nebs,"feal,deal,deas,debs,nebs",5
eave,tech,"eave,tave,tace,tach,tech",5
day,tit,"day,tay,tat,tit",4
moet,wyne,"moet,mont,wont,wone,wyne",5
boof,nair,"boof,coof,coif,coir,noir,nair",6
mig,ila,"mig,sig,sia,sla,ila",5
foy,oes,"foy,boy,bey,bes,oes",5
indol,matai,"indol,iodol,iodal,modal,molal,molar,malar,matar,matai",9
hic,pik,"hic,pic,pik",3
gite,absi,"gite,bite,bute,aute,ante,anti,ansi,absi",8
dilly,cydon,"dilly,dolly,colly,coley,colen,coden,codon,cydon",8
pulsed,venene,"pulsed,pursed,purses,perses,verses,versts,verste,verite,venite,venine,venene",11
adin,snot,"adin,akin,skin,skit,snit,snot",6
pts,adc,"pts,its,ids,ads,adc",5
jug,rld,"jug,rug,rud,rld",4
taw,win,"taw,waw,wan,win",4
car,eke,"car,ear,err,ere,eke",5
tost,bier,"tost,dost,dist,diet,dier,bier",6
yet,tph,"yet,aet,apt,aph,tph",5
dui,hew,"dui,hui,hei,hew",4
skint,hover,"skint,saint,taint,tains,tarns,harns,hares,haves,haver,hover",10
kyd,pfg,"kyd,ked,ped,pfd,pfg",5
atle,cuda,"atle,able,abbe,aube,cube,cuba,cuda",7
nigua,atman,"nigua,tigua,tagua,tagus,pagus,palus,palas,pulas,aulas,atlas,atmas,atman",12
guns,fers,"guns,funs,fens,fers",4
cie,pon,"cie,pie,poe,pon",4
amylin,yetter,"amylin,amylon,amydon,amidon,amidin,amidic,acidic,acinic,aconic,aeonic,geonic,geotic,gestic,gestio,restio,restir,rester,yester,yetter",19
aleut,capri,"aleut,alout,clout,chout,chous,chops,coops,copps,coppa,copra,capra,capri",12
toy,hoo,"toy,hoy,hoo",3
yug,piu,"yug,pug,pig,piu",4
uit,mfd,"uit,mit,mid,mfd",4
bpt,bcf,"bpt,bet,bef,bcf",4
hypt,elve,"hypt,hype,hyne,eyne,elne,elve",6
iliac,rarer,"iliac,ilian,irian,brian,briar,brier,prier,pryer,payer,parer,rarer",11
lob,yew,"lob,yob,yow,yew",4
xxiv,type,"xxiv,xxii,xiii,viii,vili,vile,tile,tipe,type",9
maizer,ensete,"maizer,mailer,mailes,macles,macies,maties,matins,satins,satine,saline,spline,upline,unline,unlime,unlame,unsame,unsafe,ensafe,ensate,ensete",20
veil,leks,"veil,deil,deis,leis,leks",5
glued,sonde,"glued,flued,fluey,fluty,fouty,fouth,mouth,month,monte,monde,sonde",11
wets,wame,"wets,wats,wabs,wabe,wame",5
mwa,aah,"mwa,awa,aaa,aah",4
baiza,guara,"baiza,briza,braza,braze,graze,grame,grama,guama,guara",9
slup,hour,"slup,soup,sour,hour",4
vii,pbx,"vii,xii,xix,pix,pbx",5
gaes,vase,"gaes,gads,gade,vade,vase",5
huia,serg,"huia,hura,sura,sera,serg",5
spp,top,"spp,sop,top",3
dbrn,mays,"dbrn,darn,barn,bars,mars,mays",6
kay,pew,"kay,pay,paw,pew",4
last,rita,"last,lasa,rasa,rata,rita",5
moe,nid,"moe,mod,nod,nid",4
outpay,momism,"outpay,outsay,outsat,outset,cutset,cutlet,cullet,mullet,mallet,marlet,mariet,marist,manist,monist,momist,momism",16
merge,fluff,"merge,serge,seige,seine,stine,stife,stiff,stuff,sluff,fluff",10
sop,she,"sop,shp,she",3
jammy,ayous,"jammy,mammy,malmy,malms,malus,manus,minus,ainus,annus,anous,ayous",11
human,wiggy,"human,ruman,rumen,lumen,limen,linen,liney,winey,wingy,wiggy",10
mojo,ruin,"mojo,moio,meio,mein,rein,ruin",6
kiel,fiot,"kiel,fiel,fill,filt,fiot",5
jug,hop,"jug,hug,hog,hop",4
fesels,chaule,"fesels,fusels,fusees,fusses,cusses,cesses,ceases,chases,chasms,chasmy,chasty,chaste,chaute,chaule",14
mawky,glome,"mawky,gawky,gawks,gowks,gooks,goops,glops,gloms,glome",9
seax,gigi,"seax,seas,deas,dias,digs,gigs,gigi",7
gail,shwa,"gail,sail,saim,shim,shia,shwa",6
dene,expy,"dene,dent,sent,seit,smit,emit,exit,expt,expy",9
jura,akey,"jura,aura,akra,akre,akee,akey",6
lip,dcb,"lip,dip,dib,dcb",4
gib,jos,"gib,jib,job,jos",4
chirk,manto,"chirk,chink,chins,cains,carns,carts,cants,canto,manto",9
kaon,chia,"kaon,caon,chon,chin,chia",5
hyte,irks,"hyte,byte,bite,bits,aits,arts,arks,irks",8
soc,rob,"soc,roc,rob",3
annat,potch,"annat,annas,anlas,aulas,pulas,palas,paras,parah,parch,porch,potch",11
sta,lib,"sta,sia,sib,lib",4
kook,aids,"kook,book,boos,bios,bids,aids",6
pong,isth,"pong,tong,tang,tanh,tath,eath,esth,isth",8
flus,chac,"flus,flub,club,chub,chab,chac",6
nit,zap,"nit,zit,zat,zap",4
warked,mergus,"warked,marked,marged,merged,merges,mergus",6
pickle,niggot,"pickle,pickee,picked,nicked,niched,nighed,nigged,nigget,niggot",9
dyed,bura,"dyed,syed,sued,surd,burd,bura",6
zemi,kemb,"zemi,semi,seri,serb,kerb,kemb",6
gaits,swath,"gaits,baits,baith,saith,swith,swath",6
yaka,guru,"yaka,baka,bara,bura,burk,gurk,guru",7
partim,somner,"partim,partis,partes,parter,porter,sorter,sorner,somner",8
thirt,rakan,"thirt,chirt,chint,chins,cains,rains,raias,rayas,rayan,rakan",10
sound,foils,"sound,mound,mould,mouls,fouls,foils",6
pht,ghi,"pht,phi,ghi",3
sims,knop,"sims,simp,samp,saip,snip,snop,knop",7
minery,hamada,"minery,miners,miters,citers,caters,catery,camery,camera,camara,camata,hamata,hamada",12
ogived,trogon,"ogived,olived,oliver,cliver,chiver,chimer,chimes,crimes,cripes,tripes,tripos,trigos,trigon,trogon",14
thio,pisk,"thio,thro,tiro,piro,piso,pisk",6
veniam,moduli,"veniam,venial,denial,dental,dentel,dented,dinted,dinged,dingee,dingle,dindle,diddle,niddle,noddle,nodule,module,moduli",17
macaca,gabber,"macaca,maraca,marica,marina,matina,matins,maties,mamies,ramies,rabies,gabies,gables,gabler,gabber",14
kinos,mbira,"kinos,minos,manos,mands,maids,mairs,maire,moire,moira,mbira",10
wab,ark,"wab,wob,aob,arb,ark",5
bondoc,aahing,"bondoc,bondon,bandon,bandos,bangos,bongos,congos,conges,conies,conins,coning,toning,toking,tsking,asking,ashing,aahing",17
akule,fuzes,"akule,atule,atole,stole,stoae,strae,stree,siree,sires,fires,fares,fazes,fuzes",13
drub,rect,"drub,daub,dauk,rauk,rack,reck,rect",7
lysins,newels,"lysins,lysing,lasing,rasing,raving,ravins,ravens,ravels,revels,rebels,jebels,jewels,newels",13
renu,stid,"renu,rend,send,seid,stid",5
demy,rull,"demy,dely,rely,ruly,rull",5
sloe,idyl,"sloe,aloe,alee,alea,olea,odea,odel,odyl,idyl",9
kai,kaj,"kai,kaj",2
salp,cony,"salp,calp,colp,coly,cony",5
fut,nut,"fut,nut",2
lumps,gilia,"lumps,pumps,pulps,pulls,mulls,mills,milla,milia,gilia",9
gds,lir,"gds,gis,lis,lir",4
flame,fifie,"flame,blame,brame,brome,biome,bisme,bisie,bikie,fikie,fifie",10
klieg,quack,"klieg,kling,cling,clink,blink,blick,buick,quick,quack",9
resters,guzzled,"resters,pesters,pasters,pastels,pastils,pasties,parties,parries,parrier,farrier,furrier,furzier,fuzzier,muzzier,muzzler,guzzler,guzzled",17
moans,cleat,"moans,koans,klans,clans,claps,clapt,clept,cleat",8
ogamic,kerbed,"ogamic,oxamic,oxanic,oxonic,axonic,aeonic,geonic,geotic,gestic,gestio,restio,restir,rester,renter,renner,kenner,kerner,kerned,kerbed",19
anim,zion,"anim,anam,anan,anon,aion,zion",6
copei,idion,"copei,coper,caper,paper,payer,pryer,prier,prior,prion,arion,adion,idion",12
realm,tanoa,"realm,reals,reads,rends,rands,ranks,tanks,tanka,tanoa",9
epiky,limsy,"epiky,spiky,spoky,sooky,looky,looby,lobby,libby,limby,limsy",10
bud,cal,"bud,cud,cad,cal",4
ako,car,"ako,alo,clo,clr,car",5
koila,spued,"koila,khila,rhila,rhina,shina,spina,spins,spies,spues,spued",10
sma,wot,"sma,saa,sat,wat,wot",5
past,loof,"past,last,lost,loot,loof",5
doux,fond,"doux,roux,roud,foud,fond",5
banish,majoon,"banish,barish,parish,pariah,parian,marian,marion,maroon,majoon",9
hunt,nabs,"hunt,huns,nuns,nubs,nabs",5
oik,zad,"oik,oak,zak,zad",4
shola,trass,"shola,chola,chopa,chops,crops,craps,traps,trass",8
parra,kapok,"parra,barra,baria,laria,larin,lapin,lapon,yapon,yapok,kapok",10
free,malt,"free,gree,gret,gaet,galt,malt",6
cuss,nova,"cuss,coss,coms,noms,noma,nova",6
mola,typo,"mola,tola,toga,togo,topo,typo",6
pita,aira,"pita,vita,vira,aira",4
zambal,weeder,"zambal,sambal,sambel,sammel,sammer,hammer,harmer,harder,herder,heeder,weeder",11
gtc,pkt,"gtc,gtt,ptt,pkt",4
smit,wych,"smit,seit,sect,lect,lech,lych,wych",7
tuques,fenced,"tuques,toques,roques,rogues,rogued,bogued,bogged,bonged,bonded,fonded,fended,fenced",12
easy,puce,"easy,ease,pase,pace,puce",5
jury,gond,"jury,bury,burd,bord,bond,gond",6
aryls,taled,"aryls,arils,aries,abies,ables,abled,ailed,tiled,taled",9
hory,lede,"hory,lory,lore,lere,lede",5
ume,goi,"ume,ame,amb,aob,gob,goi",6
och,ads,"och,ach,aah,aas,ads",5
eerily,hocket,"eerily,verily,verity,verite,verste,versts,verses,versed,hersed,horsed,horsey,horkey,hockey,hocket",14
lad,rok,"lad,rad,rod,rok",4
tarcel,golder,"tarcel,carcel,cardel,cordel,corder,colder,golder",7
mol,xxi,"mol,vol,vil,vii,xii,xxi",6
eggar,wishy,"eggar,egger,eager,easer,eases,easts,wasts,wasty,washy,wishy",10
cowing,roomed,"cowing,coning,conins,conies,conges,conged,conked,cooked,rooked,roomed",10
engl,erie,"engl,engs,ergs,eris,erie",5
exr,brr,"exr,err,brr",3
phaca,happy,"phaca,phoca,choca,chopa,chops,coops,copps,coppy,hoppy,happy",10
arks,oils,"arks,arms,aims,ails,oils",5
tau,wye,"tau,tae,wae,wye",4
hgt,ode,"hgt,agt,age,ade,ode",5
set,hal,"set,het,hat,hal",4
wecche,snoopy,"wecche,recche,racche,ranche,rancho,roncho,concho,conchs,coachs,clachs,clacks,slacks,shacks,shocks,shooks,snooks,snoops,snoopy",18
tuum,loco,"tuum,suum,soum,souk,louk,lock,loco",7
coached,patches,"coached,poached,porched,parched,patched,patches",6
lyery,plook,"lyery,leery,peery,peers,pears,peans,plans,plank,plonk,plook",10
pogo,crpe,"pogo,logo,loge,lope,cope,crpe",6
ivan,ferd,"ivan,svan,saan,saad,sard,fard,ferd",7
capon,hoers,"capon,capos,capes,copes,copps,coups,cours,hours,hoers",9
dout,lige,"dout,lout,loft,lift,life,lige",6
katy,kylo,"katy,kate,kyte,kyle,kylo",5
punct,taxir,"punct,punkt,punka,tunka,tanka,tania,tapia,tapir,taxir",9
gasts,exits,"gasts,casts,caste,caite,clite,elite,exite,exits",8
keb,now,"keb,neb,nob,now",4
eom,mid,"eom,mom,mim,mid",4
lolo,rins,"lolo,bolo,bilo,bino,bins,rins",6
dune,musa,"dune,rune,ruse,muse,musa",5
dec,pau,"dec,bec,bac,pac,pau",5
rectos,tiring,"rectos,rector,lector,lentor,lentos,centos,contos,contes,conies,conins,coning,toning,tining,tiring",14
inbye,ikons,"inbye,ineye,uneye,undye,undee,under,ender,eider,cider,coder,cooer,cooey,coony,crony,irony,irons,ikons",17
age,pre,"age,are,pre",3
bob,nam,"bob,nob,nab,nam",4
pic,fob,"pic,hic,hoc,hob,fob",5
doylt,shoon,"doylt,doyly,coyly,cooly,cooty,sooty,soots,shots,shoos,shoon",10
nine,flog,"nine,aine,aile,alle,aloe,floe,flog",7
sori,gazi,"sori,kori,kari,kazi,gazi",5
mende,viols,"mende,mends,meads,meals,veals,vials,viols",7
own,met,"own,owt,dwt,det,met",5
quatch,sewing,"quatch,quitch,quinch,quince,quinte,quints,suints,stints,stilts,stiles,stales,staves,soaves,solves,selves,serves,series,serins,sering,sewing",20
duka,pols,"duka,puka,puna,puns,pons,pols",6
chard,dulat,"chard,shard,share,scare,scary,seary,deary,decry,decay,decal,ducal,ducat,dulat",13
dost,pice,"dost,post,pist,pict,pice",5
hewel,ogeed,"hewel,tewel,towel,towed,toled,tiled,oiled,ogled,ogeed",9
imbe,aloe,"imbe,ambe,albe,aloe",4
wad,fix,"wad,fad,fid,fix",4
hoys,prod,"hoys,boys,boos,bros,pros,prod",6
liin,dadu,"liin,lain,dain,dais,dads,dadu",6
gaped,soras,"gaped,caped,coped,cored,cores,sores,soras",7
nickel,swithe,"nickel,nicker,ticker,tinker,tinter,tenter,teeter,teetee,teethe,seethe,seathe,swathe,swithe",13
gell,obdt,"gell,sell,selt,seit,smit,omit,obit,obdt",8
woo,hie,"woo,hoo,hoe,hie",4
clat,taha,"clat,chat,that,thar,taar,tahr,taha",7
lolo,pulp,"lolo,golo,gulo,gulp,pulp",5
bran,logy,"bran,bras,boas,bogs,logs,logy",6
corgis,cyders,"corgis,cordis,cordia,cardia,cardin,cardon,cardol,cardel,cordel,corded,corked,cooked,cooeed,cooees,cooers,coders,cyders",17
gang,alms,"gang,ging,gins,ains,aims,alms",6
mhz,ass,"mhz,mhg,msg,asg,ass",5
kafa,coat,"kafa,kala,kola,cola,colt,coat",6
zea,aeq,"zea,mea,meq,aeq",4
hill,saan,"hill,sill,sall,sail,sain,saan",6
threw,shawl,"threw,shrew,shred,shied,shiel,shill,shall,shawl",8
cheth,viver,"cheth,sheth,smeth,smith,saith,baith,baits,basts,vasts,vases,vises,vives,viver",13
adc,roy,"adc,alc,aly,rly,roy",5
vees,gums,"vees,gees,gems,gums",4
babism,pestis,"babism,babish,barish,marish,marist,mariet,pariet,paries,partes,pastes,pastis,pestis",12
frowl,isiac,"frowl,crowl,crool,croon,aroon,arion,arian,irian,ilian,iliac,isiac",11
voled,heres,"voled,holed,haled,hared,hares,heres",6
rit,mss,"rit,mit,mis,mss",4
range,gusla,"range,gange,gunge,guige,guile,gusle,gusla",7
kepi,kusa,"kepi,kopi,koli,kuli,kula,kusa",6
wakes,larva,"wakes,bakes,bares,baris,baria,laria,larva",7
bel,isn,"bel,mel,msl,isl,isn",5
leah,oohs,"leah,leas,lets,lots,oots,oohs",6
tamara,thermo,"tamara,camara,carara,marara,makara,makars,makers,sakers,sayers,shyers,shiers,shirrs,chirrs,charrs,charms,tharms,therms,thermo",18
tamus,lodge,"tamus,talus,tolus,tonus,tongs,longs,longe,lodge",8
dumps,rammi,"dumps,rumps,rumpy,rummy,rammy,rammi",6
bim,pim,"bim,pim",2
wady,pans,"wady,wany,wans,pans",4
ive,cud,"ive,ire,cre,cue,cud",5
moe,rad,"moe,roe,rod,rad",4
imi,gye,"imi,ami,ame,aye,gye",5
rot,pes,"rot,pot,pet,pes",4
sch,jct,"sch,sct,jct",3
roka,pron,"roka,loka,loca,locn,loon,poon,pron",7
xix,bch,"xix,aix,apx,aph,ach,bch",6
wun,loy,"wun,won,woy,loy",4
sizal,byssi,"sizal,sisal,sisel,sises,bises,bases,basts,basti,bassi,byssi",10
asa,lig,"asa,asg,msg,mig,lig",5
jehu,jape,"jehu,jesu,jess,cess,cass,caps,cape,jape",8
lour,pith,"lour,pour,plur,plus,pius,pits,pith",7
laxer,gaols,"laxer,taxer,taler,tales,gales,galls,gaols",7
ethal,flaxy,"ethal,ethel,ether,other,ocher,acher,aches,acmes,almes,aloes,floes,flows,flaws,flawy,flaxy",15
abator,turtan,"abator,abater,acater,acuter,acutes,scutes,sautes,sauted,tauted,tarted,tarten,tartan,turtan",13
cloud,booly,"cloud,clout,crout,crost,coost,boost,boosy,booly",8
scorer,sprawl,"scorer,snorer,snarer,snares,snarls,snails,spails,spaits,sprits,sprite,shrite,shrine,shrink,shrank,scrank,scrawk,scrawl,sprawl",18
haglike,satchel,"haglike,hatlike,catlike,catline,catling,calling,colling,collins,collies,collier,coulier,coulter,soulter,soutter,souther,couther,coucher,boucher,botcher,batcher,hatcher,hatchel,satchel",23
cru,aob,"cru,aru,arb,aob",4
repour,unhead,"repour,retour,detour,devour,devoir,devoid,demoid,hemoid,heroid,ceroid,caroid,carpid,carped,camped,comped,couped,souped,stuped,stiped,sniped,uniped,unsped,unsued,unhued,unheed,unhead",26
doat,cure,"doat,coat,cort,curt,cure",5
dub,ref,"dub,rub,reb,ref",4
airy,duan,"airy,aira,aura,dura,durn,duan",6
zan,wen,"zan,wan,wen",3
cuj,tor,"cuj,cur,tur,tor",4
bos,lob,"bos,bob,lob",3
vagus,theol,"vagus,magus,maius,mains,tains,thins,thens,theos,theol",9
joch,dirl,"joch,jock,dock,dick,dirk,dirl",6
svelt,swift,"svelt,smelt,smalt,shalt,shaft,shift,swift",7
cadee,nitos,"cadee,cades,canes,nanes,nines,ninos,nitos",7
havier,limits,"havier,pavier,pavies,mavies,maties,matins,matina,marina,marita,mariti,pariti,parity,purity,durity,dirity,dimity,limity,limits",18
lin,abu,"lin,ain,abn,abu",4
teind,swang,"teind,teiid,tepid,lepid,lipid,lipin,linin,linie,linne,liane,liang,tiang,twang,swang",14
celeb,hasky,"celeb,caleb,calef,calif,calid,canid,caned,cased,casey,casky,hasky",11
yapon,musal,"yapon,capon,capot,carot,carat,curat,murat,mural,musal",9
swept,mudar,"swept,sweat,sceat,scrat,surat,murat,mural,musal,musar,mudar",10
baring,danger,"baring,paring,paving,pavins,pavies,wavies,wavier,wanier,wanger,danger",10
huk,tez,"huk,hud,hed,ted,tez",5
gtc,yet,"gtc,gtt,get,yet",4
war,saa,"war,sar,saa",3
himp,munj,"himp,mimp,mump,mums,muns,munj",6
sipple,paseng,"sipple,tipple,tippee,tipper,pipper,pipier,papier,pavier,pavies,pavins,paving,paring,parang,pasang,paseng",15
pereia,haidan,"pereia,persia,persea,perses,parses,parsed,parded,padded,madded,madden,maiden,maidan,haidan",13
slid,chia,"slid,said,caid,chid,chia",5
waggy,bonny,"waggy,baggy,biggy,bingy,binny,bonny",6
eiry,arry,"eiry,airy,arry",3
maned,umist,"maned,paned,paled,palet,salet,splet,split,uplit,unlit,unhit,unhat,uniat,unist,umist",14
hehe,gled,"hehe,hele,held,geld,geed,gled",6
egbo,sift,"egbo,egba,agba,agra,aira,aire,sire,sife,sift",9
murut,bossy,"murut,burut,burst,buist,boist,boost,boosy,bossy",8
malik,nepit,"malik,malic,melic,relic,relit,delit,depit,nepit",8
don,max,"don,mon,man,max",4
baller,bigate,"baller,buller,burler,burier,buries,burins,burans,furans,furane,forane,borane,borate,lorate,lirate,ligate,bigate",16
gap,sao,"gap,sap,sao",3
serge,akees,"serge,seige,seine,shine,shins,skins,skies,skees,akees",9
kemp,iwis,"kemp,keap,keas,kras,kris,iris,iwis",7
alga,sign,"alga,anga,anoa,anon,aion,sion,sign",7
yerth,rifty,"yerth,ferth,firth,fifth,fifty,rifty",6
soho,bans,"soho,boho,bono,bons,bans",5
omar,veld,"omar,amar,arar,arad,brad,bead,beld,veld",8
lux,cep,"lux,lex,lep,cep",4
hopi,darg,"hopi,kopi,kori,dori,dari,darg",6
shoya,alawi,"shoya,shona,shone,slone,alone,alane,alani,alawi",8
leery,teave,"leery,leary,leavy,leave,teave",5
igad,yaws,"igad,sgad,saad,sand,sans,saws,yaws",7
haded,yadim,"haded,waded,wades,wadis,vadis,vadim,yadim",7
macao,sargo,"macao,bacao,balao,ballo,callo,carlo,cargo,sargo",8
gomer,koels,"gomer,homer,homes,hemes,heres,herls,heels,keels,koels",9
nota,vade,"nota,bota,bote,bate,bade,vade",6
ohias,quira,"ohias,chias,chins,shins,shina,suina,quina,quira",8
soudge,bardic,"soudge,sludge,sledge,fledge,flidge,fridge,bridge,bridie,brodie,boodie,woodie,woddie,waddie,baddie,bardie,bardic",16
buoy,saip,"buoy,bhoy,choy,chop,shop,ship,saip",7
deus,etch,"deus,feus,fets,fats,eats,eath,each,etch",8
dictic,paters,"dictic,diotic,miotic,mistic,mastic,mantic,mantis,mantes,mattes,maties,matins,patins,patens,paters",14
frist,copus,"frist,foist,forst,foret,fores,cores,copes,copus",8
fud,mac,"fud,mud,mad,mac",4
kam,gup,"kam,gam,gum,gup",4
jig,eye,"jig,dig,die,dye,eye",5
dormy,lusus,"dormy,dorty,dirty,disty,listy,lusty,lusts,lusus",8
fugs,emeu,"fugs,dugs,dues,dyes,eyes,emes,emeu",7
comedy,razzes,"comedy,comely,pomely,popely,popery,ropery,ropers,rapers,razers,razees,razzes",11
maat,whin,"maat,meat,mean,wean,whan,whin",6
tappit,contex,"tappit,tappet,tapper,capper,copper,copter,conter,contex",8
amt,yao,"amt,fmt,fat,yat,yao",5
